Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	Forming monopolies is by far the quickest way to win	0
Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	A properly played game of Monopoly may come down to luck in the end	0
Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
The game only becomes a drawn-out slugfest if players can't get monopolies	I have to ask	0
The game only becomes a drawn-out slugfest if players can't get monopolies	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
The game only becomes a drawn-out slugfest if players can't get monopolies	By far the most egregious violation of this nature is ignoring the Auction rule (	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
The game only becomes a drawn-out slugfest if players can't get monopolies	which only happens if players don't negotiate	0
The game only becomes a drawn-out slugfest if players can't get monopolies	This is the soul of the game	0
The game only becomes a drawn-out slugfest if players can't get monopolies	ignoring it is the reason many people develop a distaste for the game	0
The game only becomes a drawn-out slugfest if players can't get monopolies	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Of course not!	0
The game only becomes a drawn-out slugfest if players can't get monopolies	B, C, and D should be conspiring like hell to take A down.	0
The game only becomes a drawn-out slugfest if players can't get monopolies	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
The game only becomes a drawn-out slugfest if players can't get monopolies	C and D can agree to help each other complete monopolies and make trades of that nature.	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
The game only becomes a drawn-out slugfest if players can't get monopolies	Forming monopolies is by far the quickest way to win	0
The game only becomes a drawn-out slugfest if players can't get monopolies	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
The game only becomes a drawn-out slugfest if players can't get monopolies	A properly played game of Monopoly may come down to luck in the end	0
The game only becomes a drawn-out slugfest if players can't get monopolies	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
which only happens if players don't negotiate	I have to ask	0
which only happens if players don't negotiate	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
which only happens if players don't negotiate	By far the most egregious violation of this nature is ignoring the Auction rule (	0
which only happens if players don't negotiate	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
which only happens if players don't negotiate	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
which only happens if players don't negotiate	The game only becomes a drawn-out slugfest if players can't get monopolies	0
which only happens if players don't negotiate	This is the soul of the game	0
which only happens if players don't negotiate	ignoring it is the reason many people develop a distaste for the game	0
which only happens if players don't negotiate	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
which only happens if players don't negotiate	Of course not!	0
which only happens if players don't negotiate	B, C, and D should be conspiring like hell to take A down.	0
which only happens if players don't negotiate	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
which only happens if players don't negotiate	C and D can agree to help each other complete monopolies and make trades of that nature.	0
which only happens if players don't negotiate	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
which only happens if players don't negotiate	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
which only happens if players don't negotiate	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
which only happens if players don't negotiate	Forming monopolies is by far the quickest way to win	0
which only happens if players don't negotiate	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
which only happens if players don't negotiate	A properly played game of Monopoly may come down to luck in the end	0
which only happens if players don't negotiate	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
This is the soul of the game	I have to ask	0
This is the soul of the game	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
This is the soul of the game	By far the most egregious violation of this nature is ignoring the Auction rule (	0
This is the soul of the game	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
This is the soul of the game	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
This is the soul of the game	The game only becomes a drawn-out slugfest if players can't get monopolies	0
This is the soul of the game	which only happens if players don't negotiate	0
This is the soul of the game	ignoring it is the reason many people develop a distaste for the game	0
This is the soul of the game	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
This is the soul of the game	Of course not!	0
This is the soul of the game	B, C, and D should be conspiring like hell to take A down.	0
This is the soul of the game	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
This is the soul of the game	C and D can agree to help each other complete monopolies and make trades of that nature.	0
This is the soul of the game	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
This is the soul of the game	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
This is the soul of the game	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
This is the soul of the game	Forming monopolies is by far the quickest way to win	0
This is the soul of the game	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
This is the soul of the game	A properly played game of Monopoly may come down to luck in the end	0
This is the soul of the game	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
ignoring it is the reason many people develop a distaste for the game	I have to ask	0
ignoring it is the reason many people develop a distaste for the game	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
ignoring it is the reason many people develop a distaste for the game	By far the most egregious violation of this nature is ignoring the Auction rule (	0
ignoring it is the reason many people develop a distaste for the game	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
ignoring it is the reason many people develop a distaste for the game	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
ignoring it is the reason many people develop a distaste for the game	The game only becomes a drawn-out slugfest if players can't get monopolies	0
ignoring it is the reason many people develop a distaste for the game	which only happens if players don't negotiate	0
ignoring it is the reason many people develop a distaste for the game	This is the soul of the game	0
ignoring it is the reason many people develop a distaste for the game	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
ignoring it is the reason many people develop a distaste for the game	Of course not!	0
ignoring it is the reason many people develop a distaste for the game	B, C, and D should be conspiring like hell to take A down.	0
ignoring it is the reason many people develop a distaste for the game	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
ignoring it is the reason many people develop a distaste for the game	C and D can agree to help each other complete monopolies and make trades of that nature.	0
ignoring it is the reason many people develop a distaste for the game	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
ignoring it is the reason many people develop a distaste for the game	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
ignoring it is the reason many people develop a distaste for the game	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
ignoring it is the reason many people develop a distaste for the game	Forming monopolies is by far the quickest way to win	0
ignoring it is the reason many people develop a distaste for the game	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
ignoring it is the reason many people develop a distaste for the game	A properly played game of Monopoly may come down to luck in the end	0
ignoring it is the reason many people develop a distaste for the game	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	I have to ask	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	By far the most egregious violation of this nature is ignoring the Auction rule (	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	The game only becomes a drawn-out slugfest if players can't get monopolies	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	which only happens if players don't negotiate	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	This is the soul of the game	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	ignoring it is the reason many people develop a distaste for the game	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Of course not!	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	B, C, and D should be conspiring like hell to take A down.	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	C and D can agree to help each other complete monopolies and make trades of that nature.	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	Forming monopolies is by far the quickest way to win	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	A properly played game of Monopoly may come down to luck in the end	0
If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
Of course not!	I have to ask	0
Of course not!	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
Of course not!	By far the most egregious violation of this nature is ignoring the Auction rule (	0
Of course not!	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
Of course not!	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
Of course not!	The game only becomes a drawn-out slugfest if players can't get monopolies	0
Of course not!	which only happens if players don't negotiate	0
Of course not!	This is the soul of the game	0
Of course not!	ignoring it is the reason many people develop a distaste for the game	0
Of course not!	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
Of course not!	B, C, and D should be conspiring like hell to take A down.	0
Of course not!	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
Of course not!	C and D can agree to help each other complete monopolies and make trades of that nature.	0
Of course not!	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
Of course not!	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
Of course not!	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
Of course not!	Forming monopolies is by far the quickest way to win	0
Of course not!	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
Of course not!	A properly played game of Monopoly may come down to luck in the end	0
Of course not!	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
B, C, and D should be conspiring like hell to take A down.	I have to ask	0
B, C, and D should be conspiring like hell to take A down.	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
B, C, and D should be conspiring like hell to take A down.	By far the most egregious violation of this nature is ignoring the Auction rule (	0
B, C, and D should be conspiring like hell to take A down.	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
B, C, and D should be conspiring like hell to take A down.	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
B, C, and D should be conspiring like hell to take A down.	The game only becomes a drawn-out slugfest if players can't get monopolies	0
B, C, and D should be conspiring like hell to take A down.	which only happens if players don't negotiate	0
B, C, and D should be conspiring like hell to take A down.	This is the soul of the game	0
B, C, and D should be conspiring like hell to take A down.	ignoring it is the reason many people develop a distaste for the game	0
B, C, and D should be conspiring like hell to take A down.	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
B, C, and D should be conspiring like hell to take A down.	Of course not!	0
B, C, and D should be conspiring like hell to take A down.	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
B, C, and D should be conspiring like hell to take A down.	C and D can agree to help each other complete monopolies and make trades of that nature.	0
B, C, and D should be conspiring like hell to take A down.	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
B, C, and D should be conspiring like hell to take A down.	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
B, C, and D should be conspiring like hell to take A down.	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
B, C, and D should be conspiring like hell to take A down.	Forming monopolies is by far the quickest way to win	0
B, C, and D should be conspiring like hell to take A down.	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
B, C, and D should be conspiring like hell to take A down.	A properly played game of Monopoly may come down to luck in the end	0
B, C, and D should be conspiring like hell to take A down.	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	I have to ask	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	By far the most egregious violation of this nature is ignoring the Auction rule (	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	The game only becomes a drawn-out slugfest if players can't get monopolies	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	which only happens if players don't negotiate	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	This is the soul of the game	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	ignoring it is the reason many people develop a distaste for the game	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Of course not!	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	B, C, and D should be conspiring like hell to take A down.	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	C and D can agree to help each other complete monopolies and make trades of that nature.	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	Forming monopolies is by far the quickest way to win	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	A properly played game of Monopoly may come down to luck in the end	0
B can "not notice" when C and D land on his properties, making A the only one to pay rent.	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
C and D can agree to help each other complete monopolies and make trades of that nature.	I have to ask	0
C and D can agree to help each other complete monopolies and make trades of that nature.	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
C and D can agree to help each other complete monopolies and make trades of that nature.	By far the most egregious violation of this nature is ignoring the Auction rule (	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Assuming that you're playing with auctions (and preferably without that Free Parking house rule), the key to the game is negotiation.	1
C and D can agree to help each other complete monopolies and make trades of that nature.	The game only becomes a drawn-out slugfest if players can't get monopolies	0
C and D can agree to help each other complete monopolies and make trades of that nature.	which only happens if players don't negotiate	0
C and D can agree to help each other complete monopolies and make trades of that nature.	This is the soul of the game	0
C and D can agree to help each other complete monopolies and make trades of that nature.	ignoring it is the reason many people develop a distaste for the game	0
C and D can agree to help each other complete monopolies and make trades of that nature.	If players A, B, C, and D are playing, and A is obviously ahead after a few go-arounds, should A just win?	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Of course not!	0
C and D can agree to help each other complete monopolies and make trades of that nature.	B, C, and D should be conspiring like hell to take A down.	0
C and D can agree to help each other complete monopolies and make trades of that nature.	B can "not notice" when C and D land on his properties, making A the only one to pay rent.	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Once monopolies (and the corresponding houses and hotels) come into play, tiny rents become enormous and the game quickly comes to an end.	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Monopoly is drawn out because people don't play by the rules, or the miss the main point of the game	0
C and D can agree to help each other complete monopolies and make trades of that nature.	Forming monopolies is by far the quickest way to win	0
C and D can agree to help each other complete monopolies and make trades of that nature.	the easiest way to do so is through negotiating with other players, a point that many Monopoly players fail to notice	0
C and D can agree to help each other complete monopolies and make trades of that nature.	A properly played game of Monopoly may come down to luck in the end	0
C and D can agree to help each other complete monopolies and make trades of that nature.	but it's luck that is heavily influenced by the mid-game, which is decided by the players' diplomatic skill	0
Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	I have to ask	0
Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	because it's very, very common for people to unwitting ignore or add rules and cause the game to run longer	0
Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	By far the most egregious violation of this nature is ignoring the Auction rule (	0
Once some players have monopolies, the other players have to either trade to make their own monopolies or get bled out quickly.	Another common one I grew up with was the "Free Parking" rule addition, where landing on Free Parking confers some kind of monetary reward, which introduces more money into the game and makes it harder to go bankrupt, dragging out the game.	0
